,City Name,Population,Age,Average Income,Percent of Men in City,Percent of Women in City,Per Capita Income,Median House Value,Racial Breakdown,County
111,Bethlehem,76427,35.9,52588,49.1,50.9,26096,167700," [(['White alone'], ['45,462']), (['Hispanic'], ['22,468']), (['Black alone'], ['4,598']), (['Asian alone'], ['2,142']), (['Two or more races'], ['1,764']), (['Other race alone'], ['70']), (['American Indian alone'], ['63'])] ",Northampton-County
112,Big Bass Lake,1270,46.2,47475,49.5,50.5,27126,152000," [(['White alone'], ['1,158']), (['Hispanic'], ['63']), (['Black alone'], ['24']), (['Two or more races'], ['14']), (['Asian alone'], ['11'])] ",Lackawanna-County
113,Big Beaver,1934,50.5,66428,50.0,50.0,29459,142268," [(['White alone'], ['1,910']), (['Black alone'], ['29']), (['Hispanic'], ['13']), (['Two or more races'], ['12']), (['Asian alone'], ['3']), (['Other race alone'], ['3'])] ",Beaver-County
114,Big Run,616,43.9,47945,44.6,55.4,25249,74644," [(['White alone'], ['614']), (['American Indian alone'], ['4']), (['Two or more races'], ['4']), (['Hispanic'], ['2'])] ",Jefferson-County
115,Biglerville,1202,36.3,48477,49.5,50.5,25095,180453," [(['White alone'], ['953']), (['Hispanic'], ['229']), (['Black alone'], ['8']), (['Two or more races'], ['5']), (['Asian alone'], ['4']), (['American Indian alone'], ['1'])] ",Adams-County
116,Bigler,398,24.6,47352,51.6,48.4,22804,94100," [(['White alone'], ['389']), (['Native Hawaiian and Other >, 'Pacific Islander alone'], ['3']), (['Two or more races'], ['3']), (['Hispanic'], ['3'])]",Clearfield-County
117,Birchwood Lakes,1386,44.6,63442,54.7,45.3,30813,187492," [(['White alone'], ['1,270']), (['Hispanic'], ['83']), (['Black alone'], ['15']), (['Two or more races'], ['12']), (['Asian alone'], ['6'])] ",Pike-County
118,Bird-in-Hand,402,30.9,61335,49.6,50.4,29740,196400," [(['White alone'], ['366']), (['Hispanic'], ['23']), (['Black alone'], ['8']), (['Asian alone'], ['4']), (['Two or more races'], ['1'])] ",Lancaster-County
119,Birdsboro,5150,40.9,64496,51.4,48.6,29306,162492," [(['White alone'], ['4,833']), (['Hispanic'], ['165']), (['Two or more races'], ['79']), (['Black alone'], ['65']), (['Asian alone'], ['14']), (['American Indian alone'], ['6']), (['Other race alone'], ['1'])] ",Berks-County
120,Black Lick,1462,37.7,23638,42.4,57.6,15292,90329," [(['White alone'], ['1,379']), (['Black alone'], ['36']), (['Hispanic'], ['26']), (['Two or more races'], ['16']), (['American Indian alone'], ['4']), (['Asian alone'], ['1'])] ",Indiana-County
121,Blain,260,31.3,49500,50.0,50.0,20661,120738," [(['White alone'], ['261']), (['Two or more races'], ['2'])] ",Perry-County
122,Blairsville,3327,42.3,41003,48.4,51.6,25157,96279," [(['White alone'], ['3,114']), (['Asian alone'], ['99']), (['Black alone'], ['91']), (['American Indian alone'], ['6']), (['Hispanic'], ['6']), (['Two or more races'], ['2'])] ",Indiana-County
123,Blakely,6475,51.5,39840,47.2,52.8,25208,147350," [(['White alone'], ['6,265']), (['Hispanic'], ['116']), (['Black alone'], ['63']), (['Two or more races'], ['59']), (['Asian alone'], ['45']), (['American Indian alone'], ['7']), (['Other race alone'], ['6']), (['Native Hawaiian and Other Pacific Islander alone</br>], ['3'])]",Lackawanna-County
124,Blanchard,740,34.8,48846,48.3,51.7,30640,135294," [(['White alone'], ['722']), (['American Indian alone'], ['8']), (['Two or more races'], ['5']), (['Hispanic'], ['3']), (['Asian alone'], ['2'])] ",Centre-County
125,Blandburg,402,38.3,44100,55.9,44.1,24592,93400," [(['White alone'], ['392']), (['Black alone'], ['5']), (['Two or more races'], ['4']), (['Asian alone'], ['1'])] ",Cambria-County
126,Blandon,7152,40.9,59286,47.0,53.0,29321,174800," [(['White alone'], ['6,280']), (['Hispanic'], ['423']), (['Black alone'], ['230']), (['Asian alone'], ['101']), (['Two or more races'], ['103']), (['Other race alone'], ['8']), (['American Indian alone'], ['5']), (['Native Hawaiian and Other >, 'Pacific Islander alone'], ['2'])]",Berks-County
127,Blawnox,1423,36.6,41239,50.9,49.1,23869,107151," [(['White alone'], ['1,320']), (['Asian alone'], ['57']), (['Black alone'], ['27']), (['Two or more races'], ['15']), (['Hispanic'], ['12']), (['American Indian alone'], ['1'])] ",Allegheny-County
128,Bloomfield,1246,39.0,54776,48.8,51.2,27526,161985," [(['White alone'], ['1,176']), (['Black alone'], ['23']), (['Asian alone'], ['21']), (['Hispanic'], ['16']), (['Two or more races'], ['9']), (['American Indian alone'], ['1']), (['Other race alone'], ['1'])] ",Allegheny-County
129,Blooming Valley,333,48.0,53483,50.6,49.4,28181,125446," [(['White alone'], ['334']), (['Black alone'], ['1']), (['Two or more races'], ['1']), (['Hispanic'], ['1'])] ",Crawford-County
130,Bloomsburg,14727,22.8,31577,46.5,53.5,17695,127565," [(['White alone'], ['13,050']), (['Black alone'], ['880']), (['Hispanic'], ['508']), (['Asian alone'], ['225']), (['Two or more races'], ['166']), (['American Indian alone'], ['12']), (['Other race alone'], ['12']), (['Native Hawaiian and Other Pacific Islander alone</br>], ['2'])]",Columbia-County
131,Blossburg,1534,39.4,48953,54.3,45.7,27037,116170," [(['White alone'], ['1,500']), (['Hispanic'], ['20']), (['American Indian alone'], ['6']), (['Asian alone'], ['4']), (['Two or more races'], ['5']), (['Black alone'], ['2']), (['Other race alone'], ['1'])] ",Tioga-County
132,Blue Ball,1031,31.4,61335,48.5,51.5,29740,196400," [(['White alone'], ['961']), (['Asian alone'], ['32']), (['Hispanic'], ['15']), (['Two or more races'], ['12']), (['Black alone'], ['6']), (['American Indian alone'], ['5'])] ",Lancaster-County
133,Blue Bell,6067,49.7,133678,48.6,51.4,62642,446597," [(['White alone'], ['5,244']), (['Asian alone'], ['489']), (['Black alone'], ['175']), (['Hispanic'], ['90']), (['Two or more races'], ['48']), (['Other race alone'], ['17']), (['American Indian alone'], ['3']), (['Native Hawaiian and Other Pacific Islander alone</br>], ['1'])]",Montgomery-County
134,Blue Ridge Summit,891,43.7,60559,59.3,40.7,30949,174700," [(['White alone'], ['828']), (['Asian alone'], ['20']), (['Black alone'], ['16']), (['Hispanic'], ['16']), (['Two or more races'], ['8']), (['American Indian alone'], ['3'])] ",Franklin-County
135,Boalsburg,3722,44.6,108712,51.8,48.2,43686,266992," [(['White alone'], ['3,443']), (['Black alone'], ['77']), (['Asian alone'], ['74']), (['Two or more races'], ['62']), (['Hispanic'], ['59']), (['Other race alone'], ['5']), (['American Indian alone'], ['2'])] ",Centre-County
136,Bobtown,757,40.4,50916,50.4,49.6,25308,105996," [(['White alone'], ['722']), (['Two or more races'], ['16']), (['Hispanic'], ['11']), (['Black alone'], ['3']), (['Asian alone'], ['3']), (['American Indian alone'], ['2'])] ",Greene-County
137,Boiling Springs,3225,46.1,76337,47.1,52.9,38472,262025," [(['White alone'], ['3,051']), (['Hispanic'], ['68']), (['Asian alone'], ['44']), (['Two or more races'], ['38']), (['Black alone'], ['19']), (['American Indian alone'], ['3']), (['Native Hawaiian and Other Pacific Islander alone</br>], ['1']), (['Other race alone'], ['1'])]",Cumberland-County
138,Bolivar,450,42.7,47706,48.4,51.6,22987,77618," [(['White alone'], ['458']), (['Hispanic'], ['4']), (['Asian alone'], ['2']), (['American Indian alone'], ['1'])] ",Westmoreland-County
139,Bonneauville,1813,37.7,49898,44.0,56.0,24546,176842," [(['White alone'], ['1,632']), (['Hispanic'], ['82']), (['Two or more races'], ['35']), (['Black alone'], ['33']), (['Asian alone'], ['16']), (['Other race alone'], ['2'])] ",Adams-County
140,Boothwyn,4933,38.4,54389,42.5,57.5,25925,200182," [(['White alone'], ['4,211']), (['Black alone'], ['393']), (['Hispanic'], ['129']), (['Two or more races'], ['96']), (['Asian alone'], ['80']), (['American Indian alone'], ['17']), (['Other race alone'], ['7'])] ",Delaware-County
141,Boston,545,54.5,56140,51.8,48.2,34440,147100," [(['White alone'], ['515']), (['Two or more races'], ['14']), (['Hispanic'], ['10']), (['Black alone'], ['6'])] ",Allegheny-County
142,Boswell,1238,46.2,28342,48.1,51.9,17410,73253," [(['White alone'], ['1,242']), (['Two or more races'], ['15']), (['Black alone'], ['8']), (['Asian alone'], ['7']), (['Hispanic'], ['5'])] ",Somerset-County
143,Bowers,326,68.7,59286,69.3,30.7,29321,174800," [(['White alone'], ['315']), (['Hispanic'], ['7']), (['American Indian alone'], ['3']), (['Asian alone'], ['1'])] ",Berks-County
144,Bowmanstown,892,47.1,52677,53.5,46.5,26948,137131," [(['White alone'], ['885']), (['Hispanic'], ['25']), (['Two or more races'], ['12']), (['Asian alone'], ['6']), (['Black alone'], ['5']), (['American Indian alone'], ['4'])] ",Carbon-County
145,Bowmansville,2077,38.2,61335,50.4,49.6,29740,196400," [(['White alone'], ['1,988']), (['Hispanic'], ['39']), (['Asian alone'], ['20']), (['Two or more races'], ['13']), (['Black alone'], ['11']), (['American Indian alone'], ['4']), (['Native Hawaiian and Other >, 'Pacific Islander alone'], ['2'])]",Lancaster-County
146,Boyertown,4037,45.5,42366,48.9,51.1,26515,160526," [(['White alone'], ['3,926']), (['Hispanic'], ['45']), (['Two or more races'], ['36']), (['Asian alone'], ['25']), (['Black alone'], ['19']), (['American Indian alone'], ['2']), (['Other race alone'], ['2'])] ",Berks-County
147,Brackenridge,3229,38.3,42090,49.0,51.0,30829,79898," [(['White alone'], ['3,025']), (['Black alone'], ['141']), (['Two or more races'], ['50']), (['Hispanic'], ['22']), (['Asian alone'], ['10']), (['Other race alone'], ['9']), (['American Indian alone'], ['2']), (['Native Hawaiian and Other Pacific Islander alone</br>], ['1'])]",Allegheny-County
148,Braddock Hills,1870,50.4,32017,50.7,49.3,28075,89967," [(['White alone'], ['1,282']), (['Black alone'], ['519']), (['Two or more races'], ['36']), (['Hispanic'], ['26']), (['American Indian alone'], ['5']), (['Asian alone'], ['6']), (['Other race alone'], ['6'])] ",Allegheny-County
149,Braddock,2140,46.2,25356,46.8,53.2,13311,32069," [(['Black alone'], ['1,555']), (['White alone'], ['489']), (['Two or more races'], ['49']), (['Hispanic'], ['40']), (['American Indian alone'], ['14']), (['Native Hawaiian and Other >, 'Pacific Islander alone'], ['4']), (['Other race alone'], ['5']), (['Asian alone'], ['3'])]",Allegheny-County
150,Bradenville,545,34.2,56722,57.0,43.0,30677,149700," [(['White alone'], ['536']), (['Black alone'], ['4']), (['Hispanic'], ['4']), (['Asian alone'], ['1'])] ",Westmoreland-County
151,Bradfordwoods,1174,46.4,107153,54.4,45.6,57655,315543," [(['White alone'], ['1,137']), (['Asian alone'], ['11']), (['Two or more races'], ['8']), (['Black alone'], ['6']), (['Hispanic'], ['6']), (['Native Hawaiian and Other Pacific Islander alone</br>], ['2']), (['Other race alone'], ['1'])]",Allegheny-County
152,Bradford,8552,37.1,36854,44.9,55.1,22351,57410," [(['White alone'], ['8,360']), (['Hispanic'], ['119']), (['Two or more races'], ['106']), (['Black alone'], ['86']), (['Asian alone'], ['64']), (['American Indian alone'], ['29']), (['Other race alone'], ['4']), (['Native Hawaiian and Other Pacific Islander alone</br>], ['2'])]",McKean-County
153,Branchdale,388,28.8,44075,51.3,48.7,19003,67254," [(['White alone'], ['373']), (['Two or more races'], ['6']), (['Hispanic'], ['5']), (['Asian alone'], ['3']), (['Black alone'], ['1'])] ",Schuylkill-County
154,Brave,201,36.0,50916,37.5,62.5,25308,105996," [(['White alone'], ['198']), (['American Indian alone'], ['2']), (['Two or more races'], ['1'])] ",Greene-County
155,Breinigsville,4138,36.0,60498,53.4,46.6,32424,198800," [(['White alone'], ['3,119']), (['Asian alone'], ['458']), (['Hispanic'], ['293']), (['Black alone'], ['199']), (['Two or more races'], ['49']), (['American Indian alone'], ['13']), (['Other race alone'], ['7'])] ",Lehigh-County
156,Brentwood,9563,36.5,52876,47.7,52.3,29110,105400," [(['White alone'], ['8,236']), (['Hispanic'], ['504']), (['Asian alone'], ['265']), (['Black alone'], ['256']), (['Two or more races'], ['199']), (['American Indian alone'], ['46'])] ",Allegheny-County
157,Bressler-Enhaut-Oberlin,2865,37.6,48244,47.1,52.9,23777,130843," [(['White alone'], ['2,174']), (['Black alone'], ['373']), (['Hispanic'], ['209']), (['Two or more races'], ['37']), (['American Indian alone'], ['6']), (['Asian alone'], ['7']), (['Other race alone'], ['2']), (['Native Hawaiian and Other >, 'Pacific Islander alone'], ['1'])]",Dauphin-County
158,Bressler,1437,42.8,60331,44.1,55.9,32143,167500," [(['White alone'], ['990']), (['Black alone'], ['253']), (['Hispanic'], ['148']), (['Two or more races'], ['36']), (['Asian alone'], ['7']), (['Other race alone'], ['2']), (['American Indian alone'], ['1'])] ",Dauphin-County
159,Briar Creek,688,53.8,22474,46.8,53.2,18667,84110," [(['White alone'], ['640']), (['Two or more races'], ['10']), (['Hispanic'], ['4']), (['Asian alone'], ['3']), (['Black alone'], ['2']), (['American Indian alone'], ['1'])] ",Columbia-County
160,Brickerville,1309,40.1,88442,47.0,53.0,32489,201941," [(['White alone'], ['1,262']), (['Hispanic'], ['18']), (['Black alone'], ['14']), (['Two or more races'], ['12']), (['Asian alone'], ['2']), (['Other race alone'], ['1'])] ",Lancaster-County
161,Bridgeport,4578,36.1,48908,52.7,47.3,30088,204302," [(['White alone'], ['3,362']), (['Hispanic'], ['583']), (['Black alone'], ['349']), (['Asian alone'], ['128']), (['Two or more races'], ['116']), (['Other race alone'], ['11']), (['American Indian alone'], ['5'])] ",Montgomery-County
162,Bridgeville,5116,45.5,47353,47.2,52.8,30971,134842," [(['White alone'], ['4,780']), (['Two or more races'], ['116']), (['Black alone'], ['65']), (['Asian alone'], ['63']), (['Hispanic'], ['52']), (['American Indian alone'], ['9'])] ",Allegheny-County
163,Bridgewater,697,41.8,54455,50.1,49.9,28212,130487," [(['White alone'], ['648']), (['Black alone'], ['37']), (['Two or more races'], ['9']), (['Hispanic'], ['7']), (['Asian alone'], ['3'])] ",Beaver-County
164,Brisbin,400,46.8,37994,48.0,52.0,23725,98576," [(['White alone'], ['399']), (['Hispanic'], ['9']), (['Two or more races'], ['2']), (['Black alone'], ['1'])] ",Clearfield-County
165,Bristol,9595,38.9,43166,44.6,55.4,23819,186963," [(['White alone'], ['7,180']), (['Hispanic'], ['1,378']), (['Black alone'], ['865']), (['Two or more races'], ['215']), (['Asian alone'], ['55']), (['American Indian alone'], ['16']), (['Other race alone'], ['17'])] ",Bucks-County
166,Brittany Farms-Highlands,3695,46.5,82118,49.2,50.8,43402,296223," [(['White alone'], ['3,354']), (['Asian alone'], ['135']), (['Hispanic'], ['91']), (['Black alone'], ['75']), (['Two or more races'], ['33']), (['Other race alone'], ['6']), (['American Indian alone'], ['1'])] ",Bucks-County
167,Broad Top City,444,49.3,51671,50.6,49.4,26606,129355," [(['White alone'], ['444']), (['Two or more races'], ['6']), (['Hispanic'], ['2'])] ",Huntingdon-County
168,Brockway,2048,45.1,41799,45.6,54.4,26050,100183," [(['White alone'], ['2,043']), (['Two or more races'], ['15']), (['Hispanic'], ['6']), (['Asian alone'], ['4']), (['Black alone'], ['3']), (['American Indian alone'], ['1'])] ",Jefferson-County
169,Brodheadsville,1800,45.9,55461,47.4,52.6,31153,199331," [(['White alone'], ['1,501']), (['Hispanic'], ['136']), (['Black alone'], ['116']), (['Two or more races'], ['20']), (['Asian alone'], ['16']), (['American Indian alone'], ['7']), (['Other race alone'], ['4'])] ",Monroe-County
170,Brookhaven,8073,42.0,68738,48.1,51.9,37204,201517," [(['White alone'], ['7,281']), (['Black alone'], ['291']), (['Hispanic'], ['161']), (['Asian alone'], ['151']), (['Two or more races'], ['111']), (['American Indian alone'], ['6']), (['Other race alone'], ['5'])] ",Delaware-County
171,Brookville,3884,44.5,46022,47.3,52.7,26262,100287," [(['White alone'], ['3,807']), (['Hispanic'], ['42']), (['Two or more races'], ['38']), (['Black alone'], ['15']), (['Asian alone'], ['17']), (['American Indian alone'], ['3']), (['Other race alone'], ['2'])] ",Jefferson-County
172,Broomall,10789,46.1,79746,48.6,51.4,36365,327991," [(['White alone'], ['9,515']), (['Asian alone'], ['829']), (['Black alone'], ['196']), (['Hispanic'], ['146']), (['Two or more races'], ['96']), (['Other race alone'], ['5']), (['American Indian alone'], ['2'])] ",Delaware-County
173,Brownstown,716,44.1,47590,49.8,50.2,21656,60572," [(['White alone'], ['734']), (['Hispanic'], ['5']), (['Two or more races'], ['3']), (['Black alone'], ['1']), (['Asian alone'], ['1'])] ",Cambria-County
174,Brownsville,2292,41.4,29134,48.0,52.0,18542,62457," [(['White alone'], ['1,888']), (['Black alone'], ['314']), (['Two or more races'], ['111']), (['Hispanic'], ['13']), (['American Indian alone'], ['3']), (['Asian alone'], ['2'])] ",Fayette-County
175,Browntown,1418,45.4,46580,46.3,53.7,26893,123400," [(['White alone'], ['1,386']), (['Hispanic'], ['21']), (['Black alone'], ['5']), (['Two or more races'], ['5']), (['American Indian alone'], ['1'])] ",Luzerne-County
176,Bruin,509,39.2,51121,47.2,52.8,23424,91748," [(['White alone'], ['506']), (['Hispanic'], ['10']), (['American Indian alone'], ['4']), (['Asian alone'], ['2']), (['Two or more races'], ['2'])] ",Butler-County
177,Bryn Athyn,1396,35.3,102933,48.5,51.5,40060,461564," [(['White alone'], ['1,258']), (['Black alone'], ['37']), (['Asian alone'], ['35']), (['Two or more races'], ['24']), (['Hispanic'], ['17']), (['Other race alone'], ['3']), (['Native Hawaiian and Other Pacific Islander alone</br>], ['1'])]",Montgomery-County
178,Bryn Mawr,3779,22.1,55784,31.6,68.4,34437,278613," [(['White alone'], ['2,685']), (['Asian alone'], ['399']), (['Black alone'], ['376']), (['Hispanic'], ['187']), (['Two or more races'], ['125']), (['Other race alone'], ['5']), (['Native Hawaiian and Other Pacific Islander alone</br>], ['2'])]",Montgomery-County
179,Buckhorn,318,40.1,63292,47.4,52.6,29078,227751," [(['White alone'], ['296']), (['Asian alone'], ['11']), (['Hispanic'], ['9']), (['Black alone'], ['2'])] ",Columbia-County
180,Buffington,292,61.8,43140,43.2,56.8,24029,101700," [(['White alone'], ['246']), (['Black alone'], ['41']), (['Two or more races'], ['3']), (['Asian alone'], ['1']), (['Hispanic'], ['1'])] ",Fayette-County
