,City,Population,Age,Average Income,Percent of Men in City,Percent of Women in City,Per Capita Income,Median House Value,Racial Breakdown,County,Higher Degree,H.S Diploma,No H.S Diploma,ZipCode,Lat,Long
86,Reinholds,1803,39.4,61335,48.9,51.1,29740,196400," [(['White alone'], ['1,684']), (['Hispanic'], ['41']), (['Two or more races'], ['33']), (['Black alone'], ['23']), (['Asian alone'], ['17']), (['American Indian alone'], ['3']), (['Other race alone'], ['2'])] ",Lancaster-County,32.703154999999995,51.897731,15.399115,17569,40.27,-76.11
87,Rheems,1598,43.1,63204,46.7,53.3,30344,197426," [(['White alone'], ['1,531']), (['Hispanic'], ['33']), (['Asian alone'], ['14']), (['Two or more races'], ['11']), (['Black alone'], ['9'])] ",Lancaster-County,32.703154999999995,51.897731,15.399115,17570,40.12,-76.57
88,Ronks,362,42.9,61335,53.1,46.9,29740,196400," [(['White alone'], ['345']), (['Hispanic'], ['11']), (['Black alone'], ['5']), (['Two or more races'], ['1'])] ",Lancaster-County,32.703154999999995,51.897731,15.399115,17572,40.01,-76.16
89,Smoketown,357,25.6,61335,51.8,48.2,29740,196400," [(['White alone'], ['317']), (['Hispanic'], ['28']), (['Black alone'], ['9']), (['Asian alone'], ['2']), (['Two or more races'], ['1'])] ",Lancaster-County,32.703154999999995,51.897731,15.399115,17576,40.04,-76.21
90,Stevens,612,41.3,61335,53.4,46.6,29740,196400," [(['White alone'], ['586']), (['Asian alone'], ['15']), (['Hispanic'], ['10']), (['Two or more races'], ['1'])] ",Lancaster-County,32.703154999999995,51.897731,15.399115,17578,40.23,-76.18
91,Strasburg,2872,37.2,64182,50.1,49.9,30823,200299," [(['White alone'], ['2,657']), (['Hispanic'], ['74']), (['Two or more races'], ['39']), (['Black alone'], ['19']), (['Asian alone'], ['20'])] ",Lancaster-County,32.703154999999995,51.897731,15.399115,17579,39.98,-76.18
92,Terre Hill,1359,34.0,58242,49.4,50.6,25010,208611," [(['White alone'], ['1,230']), (['Hispanic'], ['27']), (['Asian alone'], ['18']), (['Two or more races'], ['10']), (['Black alone'], ['9']), (['American Indian alone'], ['1'])] ",Lancaster-County,32.703154999999995,51.897731,15.399115,17581,40.15,-76.05
93,Washington Boro,729,41.4,61335,50.2,49.8,29740,196400," [(['White alone'], ['712']), (['Hispanic'], ['10']), (['Asian alone'], ['3']), (['Black alone'], ['2']), (['Two or more races'], ['2'])] ",Lancaster-County,32.703154999999995,51.897731,15.399115,17582,39.98,-76.43
94,Willow Street,7578,60.3,61939,45.8,54.2,34532,198350," [(['White alone'], ['7,217']), (['Hispanic'], ['189']), (['Asian alone'], ['71']), (['Black alone'], ['55']), (['Two or more races'], ['40']), (['American Indian alone'], ['4']), (['Native Hawaiian and Other Pacific Islander alone</br>], ['1']), (['Other race alone'], ['1'])]",Lancaster-County,32.703154999999995,51.897731,15.399115,17584,39.98,-76.27
95,Witmer,492,28.9,61335,55.7,44.3,29740,196400," [(['White alone'], ['464']), (['Asian alone'], ['11']), (['Hispanic'], ['11']), (['Black alone'], ['5']), (['Two or more races'], ['1'])] ",Lancaster-County,32.703154999999995,51.897731,15.399115,17585,40.01,-76.24
96,Addison,202,40.8,40443,43.5,56.5,20333,125874," [(['White alone'], ['203']), (['American Indian alone'], ['2']), (['Black alone'], ['1']), (['Two or more races'], ['1'])] ",Somerset-County,23.665175,63.47735400000001,12.857471,15411,39.74,-79.33
97,Berlin,2039,49.9,42685,45.8,54.2,21984,102220," [(['White alone'], ['2,066']), (['Two or more races'], ['17']), (['Asian alone'], ['7']), (['Black alone'], ['4']), (['Hispanic'], ['5']), (['American Indian alone'], ['2']), (['Native Hawaiian and Other Pacific Islander alone</br>], ['3'])]",Somerset-County,23.665175,63.47735400000001,12.857471,15530,39.92,-78.95
98,Boswell,1238,46.2,28342,48.1,51.9,17410,73253," [(['White alone'], ['1,242']), (['Two or more races'], ['15']), (['Black alone'], ['8']), (['Asian alone'], ['7']), (['Hispanic'], ['5'])] ",Somerset-County,23.665175,63.47735400000001,12.857471,15531,40.16,-79.02
99,Cairnbrook,520,43.5,43871,45.3,54.7,23227,104200," [(['White alone'], ['519']), (['Hispanic'], ['1'])] ",Somerset-County,23.665175,63.47735400000001,12.857471,15924,40.11,-78.81
100,Central City,1084,49.2,39124,50.0,50.0,20466,65750," [(['White alone'], ['1,120']), (['Two or more races'], ['2']), (['American Indian alone'], ['1']), (['Hispanic'], ['1'])] ",Somerset-County,23.665175,63.47735400000001,12.857471,15926,40.1,-78.8
101,Confluence,755,49.8,26225,48.8,51.2,19175,82318," [(['White alone'], ['741']), (['Two or more races'], ['22']), (['Hispanic'], ['13']), (['Black alone'], ['2']), (['Asian alone'], ['2'])] ",Somerset-County,23.665175,63.47735400000001,12.857471,15424,39.8,-79.35
102,Davidsville,1130,56.5,50064,47.9,52.1,33585,145151," [(['White alone'], ['1,121']), (['Hispanic'], ['5']), (['Asian alone'], ['3']), (['Two or more races'], ['1'])] ",Somerset-County,23.665175,63.47735400000001,12.857471,15928,40.23,-78.93
103,Friedens,1523,41.4,52849,47.7,52.3,22380,105450," [(['White alone'], ['1,515']), (['Two or more races'], ['3']), (['Asian alone'], ['2']), (['Hispanic'], ['2']), (['American Indian alone'], ['1'])] ",Somerset-County,23.665175,63.47735400000001,12.857471,15541,40.04,-79.0
104,Garrett,441,39.8,39035,51.9,48.1,17845,71690," [(['White alone'], ['453']), (['Hispanic'], ['2']), (['Two or more races'], ['1'])] ",Somerset-County,23.665175,63.47735400000001,12.857471,15542,39.86,-79.06
105,Hooversville,625,48.0,34608,49.7,50.3,20811,75128," [(['White alone'], ['640']), (['Two or more races'], ['2']), (['Hispanic'], ['2']), (['Black alone'], ['1'])] ",Somerset-County,23.665175,63.47735400000001,12.857471,15936,40.15,-78.91
106,Jennerstown,676,46.1,46782,51.0,49.0,25935,150986," [(['White alone'], ['683']), (['Two or more races'], ['8']), (['Hispanic'], ['3']), (['Black alone'], ['1'])] ",Somerset-County,23.665175,63.47735400000001,12.857471,15547,40.16,-79.06
107,Jerome,1017,48.2,47309,43.6,56.4,23392,93884," [(['White alone'], ['992']), (['Two or more races'], ['10']), (['Hispanic'], ['8']), (['Other race alone'], ['4']), (['Asian alone'], ['3'])] ",Somerset-County,23.665175,63.47735400000001,12.857471,15937,40.21,-78.98
108,Meyersdale,2107,48.2,36573,48.6,51.4,21382,84610," [(['White alone'], ['2,152']), (['Two or more races'], ['12']), (['Hispanic'], ['7']), (['Asian alone'], ['5']), (['Black alone'], ['3']), (['Native Hawaiian and Other Pacific Islander alone</br>], ['3']), (['American Indian alone'], ['2'])]",Somerset-County,23.665175,63.47735400000001,12.857471,15552,39.81,-79.02
109,Rockwood,863,35.1,39258,47.3,52.7,21259,80651," [(['White alone'], ['873']), (['Hispanic'], ['8']), (['Two or more races'], ['5']), (['American Indian alone'], ['4'])] ",Somerset-County,23.665175,63.47735400000001,12.857471,15557,39.91,-79.15
110,Salisbury,705,42.8,34709,50.7,49.3,22497,103471," [(['White alone'], ['721']), (['Two or more races'], ['3']), (['American Indian alone'], ['2']), (['Hispanic'], ['1'])] ",Somerset-County,23.665175,63.47735400000001,12.857471,15558,39.75,-79.08
111,Shanksville,232,34.7,63019,48.3,51.7,29131,87945," [(['White alone'], ['225']), (['Two or more races'], ['7']), (['Black alone'], ['1']), (['American Indian alone'], ['1']), (['Asian alone'], ['1']), (['Other race alone'], ['1']), (['Hispanic'], ['1'])] ",Somerset-County,23.665175,63.47735400000001,12.857471,15560,40.01,-78.9
112,Somerset,6092,42.3,35461,43.8,56.2,25151,127020," [(['White alone'], ['6,021']), (['Two or more races'], ['67']), (['Hispanic'], ['71']), (['Asian alone'], ['57']), (['Black alone'], ['50']), (['American Indian alone'], ['11'])] ",Somerset-County,23.665175,63.47735400000001,12.857471,15501,40.0,-79.07
113,Stoystown,340,44.8,37425,39.3,60.7,25783,86382," [(['White alone'], ['354']), (['Two or more races'], ['1'])] ",Somerset-County,23.665175,63.47735400000001,12.857471,15563,40.1,-78.95
114,Ursina,213,40.8,27767,53.4,46.6,15203,84610," [(['White alone'], ['223']), (['Asian alone'], ['1']), (['Hispanic'], ['1'])] ",Somerset-County,23.665175,63.47735400000001,12.857471,15485,39.81,-79.33
115,Windber,4019,41.5,31366,45.0,55.0,21739,82214," [(['White alone'], ['4,035']), (['Hispanic'], ['59']), (['Two or more races'], ['18']), (['Black alone'], ['10']), (['American Indian alone'], ['8']), (['Asian alone'], ['5']), (['Other race alone'], ['2']), (['Native Hawaiian and Other Pacific Islander alone</br>], ['1'])]",Somerset-County,23.665175,63.47735400000001,12.857471,15963,40.23,-78.82
116,Albion,1478,43.5,41115,47.2,52.8,21515,98115," [(['White alone'], ['1,436']), (['Black alone'], ['34']), (['Hispanic'], ['15']), (['Two or more races'], ['9']), (['American Indian alone'], ['4']), (['Asian alone'], ['5'])] ",Erie-County,35.32908300000001,55.740909,8.930008,16401,41.88,-80.36
117,Corry,6457,40.2,44329,46.1,53.9,19638,84531," [(['White alone'], ['5,962']), (['Two or more races'], ['156']), (['Black alone'], ['77']), (['Hispanic'], ['77']), (['Asian alone'], ['40']), (['Native Hawaiian and Other Pacific Islander alone</br>], ['28']), (['American Indian alone'], ['15'])]",Erie-County,35.32908300000001,55.740909,8.930008,16407,41.92,-79.63
118,Cranesville,619,41.4,59205,46.8,53.2,24028,85890," [(['White alone'], ['622']), (['Two or more races'], ['11']), (['Hispanic'], ['4']), (['Native Hawaiian and Other Pacific Islander alone</br>], ['1'])]",Erie-County,35.32908300000001,55.740909,8.930008,16410,41.9,-80.34
119,Edinboro,6437,22.6,37252,46.1,53.9,17794,166137," [(['White alone'], ['5,432']), (['Hispanic'], ['331']), (['Black alone'], ['324']), (['Asian alone'], ['173']), (['Two or more races'], ['64']), (['Other race alone'], ['16']), (['American Indian alone'], ['2'])] ",Erie-County,35.32908300000001,55.740909,8.930008,16412,41.87,-80.12
120,Elgin,215,36.2,67581,46.4,53.6,22350,97488," [(['White alone'], ['217']), (['Black alone'], ['1'])] ",Erie-County,35.32908300000001,55.740909,8.930008,16413,41.91,-79.74
121,Erie,98601,34.0,36476,48.2,51.8,19435,89000," [(['White alone'], ['68,400']), (['Black alone'], ['14,790']), (['Hispanic'], ['8,360']), (['Asian alone'], ['3,468']), (['Two or more races'], ['2,408']), (['Other race alone'], ['595']), (['American Indian alone'], ['427']), (['Native Hawaiian and Other >, 'Pacific Islander alone'], ['153'])]",Erie-County,35.32908300000001,55.740909,8.930008,16501,42.12,-80.08
122,Girard,3041,39.3,55306,46.1,53.9,28567,118908," [(['White alone'], ['3,006']), (['Two or more races'], ['30']), (['Hispanic'], ['22']), (['Black alone'], ['18']), (['Asian alone'], ['18']), (['American Indian alone'], ['9']), (['Other race alone'], ['1'])] ",Erie-County,35.32908300000001,55.740909,8.930008,16417,42.0,-80.31
123,Lake City,2974,35.6,44106,45.9,54.1,21883,109609," [(['White alone'], ['2,913']), (['Hispanic'], ['40']), (['Two or more races'], ['32']), (['Black alone'], ['27']), (['American Indian alone'], ['5']), (['Asian alone'], ['5']), (['Other race alone'], ['7']), (['Native Hawaiian and Other Pacific Islander alone</br>], ['2'])]",Erie-County,35.32908300000001,55.740909,8.930008,16423,42.01,-80.34
124,Mill Village,396,45.2,49906,51.9,48.1,23386,98742," [(['White alone'], ['401']), (['Two or more races'], ['8']), (['Asian alone'], ['2']), (['Black alone'], ['1'])] ",Erie-County,35.32908300000001,55.740909,8.930008,16427,41.87,-79.97
125,North East,4197,35.7,48800,49.8,50.2,23249,126536," [(['White alone'], ['4,106']), (['Hispanic'], ['90']), (['Black alone'], ['43']), (['Two or more races'], ['39']), (['Asian alone'], ['11']), (['American Indian alone'], ['5'])] ",Erie-County,35.32908300000001,55.740909,8.930008,16428,42.21,-79.83
126,Union City,3239,41.1,47581,46.7,53.3,21297,76172," [(['White alone'], ['3,201']), (['Hispanic'], ['52']), (['Two or more races'], ['33']), (['Asian alone'], ['15']), (['Black alone'], ['12']), (['American Indian alone'], ['6']), (['Other race alone'], ['1'])] ",Erie-County,35.32908300000001,55.740909,8.930008,16438,41.89,-79.84
127,Waterford,1543,44.2,45410,45.2,54.8,22084,125491," [(['White alone'], ['1,483']), (['Hispanic'], ['13']), (['Two or more races'], ['8']), (['Black alone'], ['6']), (['Asian alone'], ['4']), (['American Indian alone'], ['3'])] ",Erie-County,35.32908300000001,55.740909,8.930008,16441,41.94,-79.98
128,Wattsburg,388,34.9,39344,55.6,44.4,16820,88502," [(['White alone'], ['394']), (['Hispanic'], ['6']), (['Two or more races'], ['2']), (['Black alone'], ['1'])] ",Erie-County,35.32908300000001,55.740909,8.930008,16442,42.0,-79.8
129,Albrightsville,202,49.9,51676,40.7,59.3,26306,139000," [(['White alone'], ['180']), (['Hispanic'], ['14']), (['Black alone'], ['5']), (['Asian alone'], ['2']), (['Two or more races'], ['1'])] ",Carbon-County,25.709742,63.51531899999999,10.774939,18210,40.96,-75.61
130,Beaver Meadows,850,48.9,38099,54.0,46.0,23142,80075," [(['White alone'], ['828']), (['Hispanic'], ['23']), (['Two or more races'], ['11']), (['Black alone'], ['4']), (['Asian alone'], ['2']), (['American Indian alone'], ['1'])] ",Carbon-County,25.709742,63.51531899999999,10.774939,18216,40.92,-75.91
131,Bowmanstown,892,47.1,52677,53.5,46.5,26948,137131," [(['White alone'], ['885']), (['Hispanic'], ['25']), (['Two or more races'], ['12']), (['Asian alone'], ['6']), (['Black alone'], ['5']), (['American Indian alone'], ['4'])] ",Carbon-County,25.709742,63.51531899999999,10.774939,18030,40.8,-75.66
132,Jim Thorpe,4683,45.1,54136,51.1,48.9,22044,133294," [(['White alone'], ['4,559']), (['Hispanic'], ['119']), (['Two or more races'], ['49']), (['Asian alone'], ['27']), (['Black alone'], ['19']), (['Other race alone'], ['5']), (['Native Hawaiian and Other Pacific Islander alone</br>], ['3'])]",Carbon-County,25.709742,63.51531899999999,10.774939,18229,40.87,-75.73
133,Lansford,3836,43.8,31121,47.0,53.0,19032,46825," [(['White alone'], ['3,650']), (['Hispanic'], ['171']), (['Two or more races'], ['64']), (['Black alone'], ['35']), (['Asian alone'], ['12']), (['American Indian alone'], ['8']), (['Native Hawaiian and Other Pacific Islander alone</br>], ['1'])]",Carbon-County,25.709742,63.51531899999999,10.774939,18232,40.83,-75.88
134,Lehighton,5365,42.5,43763,42.6,57.4,20968,144312," [(['White alone'], ['5,172']), (['Hispanic'], ['202']), (['Two or more races'], ['60']), (['Black alone'], ['27']), (['Asian alone'], ['27']), (['American Indian alone'], ['10']), (['Native Hawaiian and Other Pacific Islander alone</br>], ['1']), (['Other race alone'], ['1'])]",Carbon-County,25.709742,63.51531899999999,10.774939,18235,40.83,-75.71
135,Nesquehoning,3279,43.2,44288,50.4,49.6,21739,76927," [(['White alone'], ['3,191']), (['Hispanic'], ['80']), (['Black alone'], ['39']), (['Two or more races'], ['25']), (['American Indian alone'], ['8']), (['Other race alone'], ['3']), (['Asian alone'], ['2']), (['Native Hawaiian and Other Pacific Islander alone</br>], ['1'])]",Carbon-County,25.709742,63.51531899999999,10.774939,18240,40.86,-75.82
136,Palmerton,5350,42.1,53899,50.0,50.0,24024,108406," [(['White alone'], ['5,104']), (['Hispanic'], ['210']), (['Two or more races'], ['43']), (['Asian alone'], ['26']), (['Black alone'], ['23']), (['American Indian alone'], ['3']), (['Other race alone'], ['3']), (['Native Hawaiian and Other Pacific Islander alone</br>], ['2'])]",Carbon-County,25.709742,63.51531899999999,10.774939,18071,40.8,-75.61
137,Parryville,512,46.9,52111,48.9,51.1,22613,120703," [(['White alone'], ['512']), (['Hispanic'], ['11']), (['Black alone'], ['1']), (['Asian alone'], ['1'])] ",Carbon-County,25.709742,63.51531899999999,10.774939,18244,40.82,-75.66
138,Summit Hill,2976,42.6,60142,51.9,48.1,29433,98372," [(['White alone'], ['2,929']), (['Hispanic'], ['54']), (['Two or more races'], ['21']), (['Black alone'], ['16']), (['Asian alone'], ['10']), (['American Indian alone'], ['3']), (['Native Hawaiian and Other Pacific Islander alone</br>], ['1'])]",Carbon-County,25.709742,63.51531899999999,10.774939,18250,40.82,-75.84
139,Tresckow,880,52.0,43801,49.7,50.3,24866,98176," [(['White alone'], ['855']), (['Hispanic'], ['18']), (['Two or more races'], ['5']), (['Black alone'], ['2'])] ",Carbon-County,25.709742,63.51531899999999,10.774939,18254,40.91,-75.96
140,Weatherly,2479,46.8,48051,50.1,49.9,23154,110275," [(['White alone'], ['2,406']), (['Hispanic'], ['63']), (['Two or more races'], ['28']), (['Black alone'], ['13']), (['Asian alone'], ['11']), (['American Indian alone'], ['3']), (['Other race alone'], ['1'])] ",Carbon-County,25.709742,63.51531899999999,10.774939,18255,40.94,-75.82
141,Alburtis,2402,34.4,78340,50.5,49.5,30744,179261," [(['White alone'], ['2,127']), (['Hispanic'], ['131']), (['Black alone'], ['43']), (['Asian alone'], ['30']), (['Two or more races'], ['29']), (['American Indian alone'], ['1'])] ",Lehigh-County,37.977429,50.087933,11.934639,18011,40.5,-75.6
142,Allentown,120440,30.5,35813,48.1,51.9,18507,121800," [(['White alone'], ['50,964']), (['Hispanic'], ['50,461']), (['Black alone'], ['11,336']), (['Asian alone'], ['2,452']), (['Two or more races'], ['2,384']), (['American Indian alone'], ['200']), (['Other race alone'], ['224']), (['Native Hawaiian and Other >, 'Pacific Islander alone'], ['11'])]",Lehigh-County,37.977429,50.087933,11.934639,18101,40.59,-75.47
143,Breinigsville,4138,36.0,60498,53.4,46.6,32424,198800," [(['White alone'], ['3,119']), (['Asian alone'], ['458']), (['Hispanic'], ['293']), (['Black alone'], ['199']), (['Two or more races'], ['49']), (['American Indian alone'], ['13']), (['Other race alone'], ['7'])] ",Lehigh-County,37.977429,50.087933,11.934639,18031,40.55,-75.66
144,Catasauqua,6512,37.1,54327,45.7,54.3,25941,158378," [(['White alone'], ['5,393']), (['Hispanic'], ['673']), (['Black alone'], ['168']), (['Two or more races'], ['144']), (['Asian alone'], ['38']), (['Other race alone'], ['14']), (['American Indian alone'], ['5']), (['Native Hawaiian and Other Pacific Islander alone</br>], ['1'])]",Lehigh-County,37.977429,50.087933,11.934639,18032,40.65,-75.46
145,Coopersburg,2406,44.8,56485,48.7,51.3,35095,210585," [(['White alone'], ['2,235']), (['Hispanic'], ['84']), (['Asian alone'], ['27']), (['Two or more races'], ['20']), (['Black alone'], ['13']), (['American Indian alone'], ['3']), (['Other race alone'], ['3']), (['Native Hawaiian and Other Pacific Islander alone</br>], ['1'])]",Lehigh-County,37.977429,50.087933,11.934639,18036,40.51,-75.39
