,County,School Number,School,% Advanced,% Proficient,% Basic,% Below Basic
1298,CUMBERLAND,7951,MOUNT ROCK ELEM,25.68,41.63,24.65,7.95
1299,HUNTINGDON,2297,MOUNT UNION AREA JUNIOR HIGH,5.38,30.99,35.74,27.91
1300,HUNTINGDON,7733,MOUNT UNION-KISTLER EL SCH,6.09,27.77,36.31,29.88
1301,WESTMORELAND,4380,MOUNTAIN VIEW EL SCH,24.59,41.93,22.66,10.83
1302,SUSQUEHANNA,4049,MOUNTAIN VIEW JSHS,11.46,38.98,30.96,18.6
1303,CENTRE,1334,MOUNTAINTOP AREA EL,32.43,48.29,15.86,3.46
1304,LANCASTER,2576,MOUNTVILLE EL SCH,24.12,41.98,22.71,11.24
1305,FRANKLIN,2238,MOWREY EL SCH,22.22,39.53,25.28,13.01
1306,BLAIR,7199,MOWRIE A EBNER EL SCH,15.76,34.85,31.24,18.2
1307,CUMBERLAND,1686,MT HOLLY SPRINGS EL,12.0,34.22,27.57,26.24
1308,BERKS,5205,MT PENN EL SCH,16.41,33.54,31.79,18.31
1309,ALLEGHENY,142,MT VERNON EL SCH,21.34,42.88,25.66,10.1
1310,YORK,7375,MT WOLF EARLY LC,24.55,46.5,22.8,6.15
1311,LEHIGH,2780,MUHLENBERG EL SCH,20.1,34.82,26.66,18.43
1312,BERKS,4919,MUHLENBERG ELEM CTR,16.0,37.93,28.42,17.65
1313,BERKS,827,MUHLENBERG MS,10.3,28.15,31.97,29.58
1314,LYCOMING,3048,MUNCY JSHS,17.93,37.05,28.26,16.74
1315,PHILADELPHIA,7522,MUNOZ-MARIN ELEM,0.27,6.82,25.67,67.26
1316,MONTGOMERY,7212,MURRAY AVENUE SCH,33.71,43.08,17.24,5.97
1317,WASHINGTON,4210,MUSE EL SCH,34.26,49.53,13.39,2.8
1318,MERCER,3170,MUSSER EL SCH,8.43,24.78,39.54,27.25
1319,MONTGOMERY,3252,MYERS EL SCH,29.78,37.38,22.21,10.69
1320,ALLEGHENY,204,MYRTLE AVE SCH,29.42,37.14,24.0,9.43
1321,YORK,4589,N HOPEWELL-WINTERSTO,27.71,43.49,19.5,9.3
1322,CUMBERLAND,7924,NANCY GRAYSON ELEM SCHOOL,17.8,42.8,23.85,15.5
1323,LUZERNE,5242,NANTICOKE HS,7.4,29.87,30.53,32.13
1324,NORTHAMPTON,8053,NAZARETH AREA INTERMEDIATE SCH,31.5,38.75,21.44,8.27
1325,NORTHAMPTON,3494,NAZARETH AREA MS,30.82,37.07,21.94,10.13
1326,CRAWFORD,1650,NEASON HILL EL SCH,12.09,33.98,30.06,23.91
1327,PHILADELPHIA,3650,NEBINGER GEORGE W SCH,8.67,23.09,31.8,36.49
1328,LANCASTER,2621,NEFF EL SCH,41.16,35.39,17.66,5.79
1329,BUCKS,1122,NEIDIG EL SCH,28.67,40.08,22.45,8.81
1330,ALLEGHENY,7327,NEIL ARMSTRONG MS,31.55,42.86,18.35,7.25
1331,LACKAWANNA,5232,NEIL ARMSTRONG NO 40,12.6,36.69,29.61,21.09
1332,COLUMBIA,6349,NESCOPECK EL SCH,30.08,41.71,17.65,10.52
1333,LAWRENCE,2689,NESHANNOCK JSHS,22.22,41.91,25.35,10.48
1334,LAWRENCE,2688,NESHANNOCK MEMORIAL,27.82,42.48,21.31,8.43
1335,DELAWARE,1905,NETHER PROVIDENCE EL,41.14,36.75,14.99,7.12
1336,PERRY,4920,NEW BLOOMFIELD EL SCH,25.54,38.54,21.35,14.63
1337,BEAVER,6720,NEW BRIGHTON AREA EL,18.75,42.73,26.22,12.3
1338,BEAVER,694,NEW BRIGHTON AREA MS,9.66,30.02,31.59,28.74
1339,LAWRENCE,8284,NEW CASTLE JHS,7.87,23.8,35.44,32.93
1340,YORK,8276,NEW CUMBERLAND MS,12.48,33.06,31.08,23.38
1341,HUNTINGDON,7762,NEW DAY CHARTER SCHOOL,0.0,2.8,37.51,59.72
1342,CHESTER,1440,NEW EAGLE EL SCH,47.5,39.27,8.39,4.85
1343,ALLEGHENY,526,NEW EMERSON EL SCH,21.7,51.1,13.05,14.1
1344,PHILADELPHIA,7649,NEW FOUNDATIONS CS,18.93,41.27,28.16,11.59
1345,FRANKLIN,8324,NEW FRANKLIN EL SCH,17.32,42.74,27.83,12.11
1346,CHESTER,1400,NEW GARDEN EL SCH,32.87,31.98,20.55,14.56
1347,BERKS,755,NEW HANOVER-UPPER FR,33.23,42.42,18.1,6.26
1348,LANCASTER,4707,NEW HOLLAND EL SCH,21.37,40.23,25.58,12.86
1349,BUCKS,7561,NEW HOPE-SOLEBURY MS,35.34,37.04,21.31,6.26
1350,PHILADELPHIA,7829,NEW MEDIA TECHNOLOGY CS,0.31,3.92,35.58,60.16
1351,ADAMS,6267,NEW OXFORD EL SCH,20.64,41.68,26.32,11.37
1352,ADAMS,6898,NEW OXFORD MS,21.33,37.96,26.87,13.78
1353,YORK,4617,NEW SALEM EL SCH,43.18,36.72,14.55,5.57
1354,LAWRENCE,6963,NEW WILMINGTON EL SCH,35.72,43.65,16.68,3.96
1355,BUCKS,7830,NEW-HOPE SOLEBURY UPPER EL,41.68,42.57,12.92,2.84
1356,YORK,4585,NEWBERRY EL SCH,16.74,34.7,27.64,20.87
1357,WESTMORELAND,4354,NEWLONGSBURG EL SCH,48.28,39.53,11.45,0.77
1358,PERRY,5260,NEWPORT EL SCH,18.82,38.2,25.49,17.49
1359,PERRY,7931,NEWPORT MS,10.09,32.21,36.18,21.51
1360,LACKAWANNA,2407,NEWTON-RANSOM SCH,22.37,47.88,21.68,8.07
1361,BUCKS,7432,NEWTOWN EL SCH,37.33,40.06,17.13,5.54
1362,BUCKS,6453,NEWTOWN MIDDLE SCHOOL,33.73,38.3,18.83,9.14
1363,CUMBERLAND,1676,NEWVILLE EL SCH,24.75,39.1,23.94,12.26
1364,WESTMORELAND,5165,NICELY EL SCH,35.34,40.03,13.99,10.68
1365,LANCASTER,4708,NITRAUER EL SCH,54.3,35.45,7.17,3.06
1366,NORTHAMPTON,3463,NITSCHMANN MS,16.78,33.22,29.9,20.1
1367,CENTRE,7566,NITTANY VALLEY CS,17.65,36.77,27.91,17.64
1368,CHESTER,6473,NORTH BRANDYWINE MS,9.62,29.04,30.35,31.0
1369,CLARION,5139,NORTH CLARION CO EL,15.3,35.82,31.17,17.75
1370,CLARION,1489,NORTH CLARION CO JSH,24.45,36.96,27.61,10.94
1371,CHESTER,6487,NORTH COVENTRY EL SCH,43.77,36.79,14.86,4.67
1372,CUMBERLAND,1687,NORTH DICKINSON EL SCH,41.44,34.35,13.14,11.11
1373,ERIE,6144,NORTH EAST INTERMEDIATE,35.42,40.2,18.75,5.64
1374,ERIE,7360,NORTH EAST MS,24.3,39.07,25.71,11.0
1375,YORK,4540,NORTH HILLS EL SCH,15.17,35.59,30.53,18.78
1376,ALLEGHENY,6106,NORTH HILLS JHS,32.62,41.9,17.41,7.96
1377,LACKAWANNA,8099,NORTH POCONO INTMD SCH,25.21,40.27,24.81,9.71
1378,LACKAWANNA,5233,NORTH POCONO MS,21.93,38.48,24.27,15.32
1379,YORK,7555,NORTH SALEM EL SCH,28.95,36.7,23.93,10.47
1380,SCHUYLKILL,7950,NORTH SCHUYKILL ELEM SCHOOL,13.86,36.09,30.9,19.16
1381,SCHUYLKILL,3883,NORTH SCHUYLKILL JSHS,7.47,30.06,34.53,27.94
1382,DAUPHIN,1781,NORTH SIDE EL SCH,19.28,37.22,25.22,18.26
1383,SOMERSET,4837,NORTH STAR CENTRAL E,34.57,39.37,18.62,7.52
1384,SOMERSET,7259,NORTH STAR EAST EL/M,14.45,36.89,31.01,17.71
1385,WASHINGTON,7764,NORTH STRABANE INTERM SCHOOL,22.94,43.14,23.96,9.91
1386,MONTGOMERY,3325,NORTH WALES EL SCH,39.78,34.59,19.16,6.48
1387,NORTHAMPTON,5258,NORTHAMPTON AREA MIDDLE SCHOOL,15.03,35.82,29.47,19.67
1388,NORTHAMPTON,7430,NORTHAMPTON BOROUGH ELEM SCH,23.53,41.44,21.37,13.62
1389,BRADFORD,5209,NORTHEAST BRADFORD E,25.16,39.45,25.7,9.75
1390,BRADFORD,964,NORTHEAST BRADFORD J,15.82,32.29,36.07,15.83
1391,LACKAWANNA,7700,NORTHEAST INTRMD SCH,9.6,26.85,30.11,33.45
1392,NORTHAMPTON,3462,NORTHEAST MS,7.26,22.79,36.76,33.18
1393,YORK,4578,NORTHEASTERN MS,21.26,36.04,27.19,15.55
1394,BEDFORD,7167,NORTHERN BEDFORD CO ELM,27.76,38.4,23.87,9.95
1395,BEDFORD,747,NORTHERN BEDFORD CO M/S HS,20.08,36.6,26.46,16.88
1396,CAMBRIA,6859,NORTHERN CAMBRIA EL SCH,11.4,36.18,33.6,18.84
1397,CAMBRIA,6860,NORTHERN CAMBRIA MS,5.73,27.33,35.62,31.33
1398,YORK,4581,NORTHERN EL SCH,24.58,36.87,27.72,10.87
1399,LEBANON,8310,NORTHERN LEBANON MS,9.56,27.44,34.16,28.81
1400,LEHIGH,6829,NORTHERN LEHIGH MS,13.34,29.71,28.16,28.82
1401,YORK,6346,NORTHERN MS,20.87,36.89,27.38,14.88
1402,POTTER,6931,NORTHERN POTTER CHIL,11.82,36.51,29.65,22.01
1403,POTTER,3875,NORTHERN POTTER JSHS,7.23,30.55,38.87,23.35
1404,ALLEGHENY,53,NORTHGATE JSHS,8.35,30.19,31.97,29.45
1405,DELAWARE,5143,NORTHLEY MS,17.53,36.38,29.82,16.31
1406,LEBANON,8162,NORTHSIDE EL SCH,28.93,37.67,23.45,9.94
1407,LUZERNE,2958,NORTHWEST AREA HS,13.63,31.01,28.51,26.89
1408,LUZERNE,2955,NORTHWEST AREA INTERMEDIATE SCH,18.76,30.49,31.6,19.1
1409,LUZERNE,2956,NORTHWEST AREA PRIMARY SCHOOL,12.61,38.34,32.07,17.03
1410,LEBANON,6894,NORTHWEST EL SCH,4.72,19.46,30.21,45.58
1411,BERKS,856,NORTHWEST MS,1.7,14.04,40.94,43.32
1412,BUTLER,1142,NORTHWEST SCH,27.52,41.71,22.8,8.05
1413,ERIE,5144,NORTHWESTERN EL SCH,31.95,39.46,21.73,6.88
1414,LEHIGH,6449,NORTHWESTERN LEHIGH EL SCH,29.05,39.03,18.44,13.49
1415,LEHIGH,7353,NORTHWESTERN LEHIGH MS,20.27,40.31,27.61,11.76
1416,ERIE,6146,NORTHWESTERN MS,21.99,37.64,25.6,14.71
1417,PHILADELPHIA,7856,NORTHWOOD ACADEMY CS,13.16,36.96,32.3,17.54
1418,WESTMORELAND,4455,NORVELT EL SCH,29.58,38.07,20.64,11.67
1419,WESTMORELAND,4482,NORWIN MS,22.28,39.48,27.11,11.08
1420,DELAWARE,1883,NORWOOD SCH,16.8,38.8,28.85,15.57
1421,CHESTER,6623,NOTTINGHAM SCH,17.72,32.74,26.29,23.26
1422,PHILADELPHIA,7665,NUEVA ESPERANZA ACAD CS,0.77,13.82,31.75,53.65
1423,DAUPHIN,1774,NYE EL SCH,30.25,35.27,26.22,8.33
1424,CUMBERLAND,7355,OAK FLAT EL SCH,32.62,42.17,16.78,8.4
1425,MONTGOMERY,3280,OAK PARK EL SCH,24.25,39.47,24.25,12.03
1426,MONTGOMERY,7262,OAK RIDGE EL SCH,35.01,39.73,18.65,6.59
1427,NORTHUMBERLAND,3567,OAKLYN SCH,29.24,37.26,21.21,12.29
1428,MONTGOMERY,4809,OAKS EL SCH,41.34,38.79,14.84,5.01
1429,MERCER,7307,OAKVIEW EL SCH,36.55,37.23,18.83,7.4
1430,ALLEGHENY,5105,OBLOCK JHS,27.06,40.27,22.63,9.98
1431,CHESTER,1413,OCTORARA AREA EL,22.75,37.52,27.16,12.57
1432,CHESTER,1414,OCTORARA AREA JSHS,14.71,29.17,30.38,25.75
1433,CHESTER,8004,OCTORARA INTERMEDIATE SCH,19.95,32.7,29.05,18.35
1434,ALLEGHENY,461,OHARA EL SCH,50.57,32.66,12.79,3.92
1435,VENANGO,7215,OIL CITY AREA MS,8.43,30.02,34.22,27.32
1436,CLEARFIELD,1532,OKLAHOMA EL SCH,31.63,36.55,18.03,13.82
1437,LACKAWANNA,2448,OLD FORGE EL SCH,17.98,37.47,27.4,17.19
1438,LACKAWANNA,2449,OLD FORGE JSHS,15.45,33.21,21.4,29.94
1439,BERKS,7378,OLEY VALLEY EL SCH,23.79,38.23,26.43,11.55
1440,BERKS,6319,OLEY VALLEY MS,16.58,36.97,34.05,12.36
1441,BUCKS,4948,OLIVER HECKMAN ES,34.67,45.58,15.87,3.83
1442,PHILADELPHIA,3750,OLNEY EL SCH,2.87,19.83,30.32,47.03
1443,COLUMBIA,1604,ORANGE STREET EL SCH,18.97,40.5,27.23,13.33
1444,YORK,4551,ORE VALLEY EL SCH,39.3,36.85,12.4,11.35
1445,LEHIGH,7604,OREFIELD MIDDLE SCHOOL,27.68,40.11,21.74,10.45
1446,YORK,5272,ORENDORF EL SCH,30.25,43.4,19.8,6.6
1447,ALLEGHENY,6852,OSBORNE EL SCH,38.15,41.65,13.93,6.27
1448,CLEARFIELD,6239,OSCEOLA MILLS EL SCH,37.95,32.69,17.28,12.04
1449,POTTER,3876,OSWAYO VALLEY EL SCH,30.3,38.3,21.28,10.11
1450,POTTER,7753,OSWAYO VALLEY MS,11.53,36.17,30.46,21.84
1451,PHILADELPHIA,6960,OVERBROOK EDU CTR,6.09,23.96,32.88,37.03
1452,PHILADELPHIA,7472,OVERBROOK ELEM SCH,3.76,27.4,34.25,34.58
1453,MONTGOMERY,3232,OVERLOOK SCH,31.03,39.09,19.31,10.56
1454,BERKS,783,OWATIN CREEK EL SCH,29.79,43.8,18.63,7.82
1455,CHESTER,5010,OWEN J ROBERTS MS,30.69,39.05,20.07,10.19
1456,BUCKS,1106,OXFORD VALLEY EL SCH,35.48,42.79,17.14,4.59
1457,BEAVER,7650,PA CYBER CS,8.69,25.53,31.74,34.04
1458,ALLEGHENY,7821,PA DISTANCE LEARNING CS,4.66,19.9,28.27,47.21
1459,MONTGOMERY,7687,PA VIRTUAL CS,9.71,27.62,30.01,32.65
1460,BUCKS,7312,PALISADES MS,20.82,40.03,26.69,12.46
1461,CARBON,7172,PALMER EL SCH,12.98,38.07,30.23,18.76
1462,CARBON,7140,PALMERTON AREA JHS,8.52,30.7,35.09,25.66
1463,LEBANON,2765,PALMYRA AREA MS,25.06,41.14,23.49,10.31
1464,PHILADELPHIA,7985,PAN AMERICAN ACADEMY CS,4.21,20.66,35.8,39.34
1465,CARBON,1322,PANTHER VALLEY EL SCH,12.0,37.6,31.6,18.8
1466,CARBON,8349,PANTHER VALLEY INTERMEDIATE SCH,12.51,33.21,30.77,23.43
1467,CARBON,8348,PANTHER VALLEY JSHS,8.53,31.33,33.56,26.54
1468,YORK,4620,PARADISE EL SCH,30.79,34.04,23.79,11.44
1469,LANCASTER,7056,PARK EL SCH,16.24,33.63,28.01,22.08
1470,CENTRE,6233,PARK FOREST EL SCH,34.29,36.8,20.18,8.73
1471,CENTRE,6234,PARK FOREST MS,29.83,38.24,19.72,12.25
1472,YORK,4606,PARK HILLS EL SCH,18.69,36.93,28.05,16.33
1473,DELAWARE,7020,PARK LANE EL SCH,4.55,19.23,29.2,47.0
1474,DELAWARE,1912,PARKSIDE EL SCH,27.89,45.6,19.37,7.14
1475,JEFFERSON,8081,PARKVIEW EL SCH,32.35,50.0,17.6,0.0
1476,LEHIGH,2826,PARKWAY MANOR SCH,42.79,40.7,11.53,4.98
1477,PHILADELPHIA,3613,PATTERSON JOHN M SCH,1.87,14.48,27.4,56.21
1478,MONTGOMERY,5253,PAUL V FLY EL SCH,22.78,36.69,26.36,14.13
1479,DELAWARE,1901,PAXON HOLLOW MS,26.23,38.11,23.03,12.62
1480,DAUPHIN,1795,PAXTANG EL SCH,14.81,33.62,26.0,25.6
1481,DAUPHIN,1778,PAXTONIA EL SCH,34.62,40.11,17.88,7.39
1482,ALLEGHENY,5194,PAYNTER EL SCH,26.36,41.38,20.98,11.28
1483,BUCKS,5154,PEARL S. BUCK ES,34.53,42.87,14.53,8.07
1484,ALLEGHENY,269,PEEBLES EL SCH,53.54,35.29,8.8,2.41
1485,PHILADELPHIA,3675,PEIRCE THOMAS M SCH,1.14,10.2,28.37,60.33
1486,CLEARFIELD,1540,PENFIELD EL SCH,10.35,31.0,27.55,31.0
1487,PHILADELPHIA,7706,PENN ALEXANDER SCHOOL,53.03,30.24,11.09,5.64
1488,BERKS,6322,PENN BERNVILLE EL,34.08,38.51,18.57,8.8
1489,CAMBRIA,7139,PENN CAMBRIA INTER,29.32,41.08,20.62,9.03
1490,ALLEGHENY,8160,PENN HILLS CS FOR ENTREPRENEUR,11.33,38.8,30.26,19.58
1491,ALLEGHENY,8327,PENN HILLS EL SCH,12.19,29.07,31.17,27.61
1492,WESTMORELAND,4492,PENN MS,26.83,40.36,22.98,9.82
1493,PHILADELPHIA,8293,PENN TREATY MS,0.59,8.38,29.1,61.93
1494,BUCKS,1101,PENN VALLEY EL SCH,23.01,40.16,24.32,12.51
1495,MONTGOMERY,3288,PENN VALLEY SCH,52.94,32.52,8.85,5.72
1496,CHESTER,4813,PENN WOOD EL SCH,40.14,42.37,14.32,3.13
1497,DELAWARE,7918,PENN WOOD MS,4.46,17.59,30.34,47.63
1498,MONTGOMERY,3289,PENN WYNNE SCH,55.66,31.81,10.22,2.26
1499,CHESTER,1418,PENN'S GROVE SCH,15.85,33.42,30.89,19.88
1500,CAMBRIA,6990,PENN-CAMBRIA MS,15.6,38.99,29.05,16.35
1501,CLEARFIELD,6613,PENN-GRAMPIAN EL,33.79,40.85,19.73,5.64
1502,BLAIR,8280,PENN-LINCOLN EL SCH,5.99,25.47,35.56,32.98
1503,CARBON,7785,PENN/KIDDER CAMPUS,11.96,37.56,31.05,19.42
1504,MONTGOMERY,3322,PENNBROOK MS,35.25,38.86,18.57,7.32
1505,MONTGOMERY,3324,PENNDALE MS,22.88,34.56,24.71,17.85
1506,DELAWARE,5223,PENNELL EL SCH,25.28,50.35,19.29,5.07
1507,PHILADELPHIA,3722,PENNELL JOSEPH SCH,2.06,9.79,27.25,60.94
1508,MONTGOMERY,3323,PENNFIELD MS,29.78,42.35,18.37,9.46
1509,BUCKS,7957,PENNRIDGE NORTH MS,23.1,41.86,27.07,7.92
1510,INDIANA,7028,PENNS MANOR AREA EL,21.12,36.36,23.18,19.34
1511,INDIANA,2345,PENNS MANOR AREA JSH,13.31,37.49,28.58,20.62
1512,CENTRE,6847,PENNS VALLEY AREA ELEM/ INTRMD,27.86,35.67,27.25,9.27
1513,CENTRE,6231,PENNS VALLEY AREA JSHS,19.62,36.81,29.83,13.72
1514,CHESTER,7819,PENNSYLVANIA LEADERSHIP CHARTE,12.16,27.08,29.61,31.1
1515,BUCKS,1116,PENNWOOD MS,23.36,36.45,25.95,14.29
1516,MONTGOMERY,3267,PENNYPACK EL SCH,25.26,46.6,22.67,5.5
1517,PHILADELPHIA,6539,PENNYPACKER SAMUEL SCH,1.25,15.1,29.88,53.77
1518,PHILADELPHIA,3616,PENROSE ELEM SCH,0.87,16.35,34.07,48.71
1519,PHILADELPHIA,7685,PEOPLE FOR PEOPLE CS,2.69,18.03,33.13,46.1
1520,LANCASTER,2634,PEQUEA EL SCH,25.08,38.79,22.71,13.41
1521,LANCASTER,6300,PEQUEA VALLEY INTRMD,11.03,35.39,34.49,19.06
1522,MONTGOMERY,3326,PERKIOMEN VALLEY MS - EAST,28.49,42.46,20.31,8.69
1523,MONTGOMERY,7794,PERKIOMEN VALLEY MS-WEST,26.42,40.99,23.5,9.07
1524,ERIE,2018,PERRY EL SCH,17.36,33.49,28.62,20.56
1525,LAWRENCE,8165,PERRY LOWER INTRMD SCH,23.7,41.86,23.23,11.2
1526,ERIE,7770,PERSEUS HOUSE CS OF EXCELLENCE,1.68,7.55,26.54,64.26
1527,WASHINGTON,4256,PETERS TWP MS,42.45,41.61,12.3,3.6
1528,ERIE,7035,PFEIFFER-BURLEIGH EL,2.55,15.01,27.24,55.19
1529,PHILADELPHIA,7587,PHILADELPHIA ACAD CS,24.4,40.63,23.72,11.25
1530,PHILADELPHIA,8252,PHILADELPHIA CS FOR ARTS AND S,3.16,18.81,31.33,46.7
1531,PHILADELPHIA,7511,PHILADELPHIA HARAMBEE INST CS,1.83,21.1,36.0,41.03
1532,PHILADELPHIA,7828,PHILADELPHIA MONTESSORI CS,3.45,22.75,36.63,37.12
1533,PHILADELPHIA,7647,PHILADELPHIA PERF ARTS CS,15.27,32.87,31.11,20.75
1534,NORTHAMPTON,6785,PHILIP F LAUER MS,16.22,37.41,29.06,17.31
1535,CLEARFIELD,1555,PHILIPSBURG EL SCH,28.24,39.77,22.32,9.69
1536,CLEARFIELD,8301,PHILIPSBURG-OSCEOLA MIDDLE SCH,12.13,30.5,31.48,25.93
1537,DAUPHIN,1779,PHILLIPS EL SCH,15.76,36.12,29.56,18.56
1538,LANCASTER,7922,PHOENIX ACADEMY,0.0,1.1,21.14,77.81
1539,CHESTER,1425,PHOENIXVILLE MS,27.44,35.44,22.57,14.54
1540,CHESTER,1432,PICKERING VALLEY EL,59.13,29.43,9.62,1.83
1541,BERKS,761,PINE FORGE EL SCH,33.53,44.06,19.0,3.41
1542,SCHUYLKILL,5262,PINE GROVE AREA MS,9.81,34.15,33.72,22.34
1543,SCHUYLKILL,3909,PINE GROVE EL SCH,21.07,34.59,27.64,16.7
1544,MONTGOMERY,3297,PINE ROAD EL SCH,40.01,42.05,13.24,4.7
1545,BUCKS,5306,PINE RUN EL SCH,43.47,36.04,15.04,5.45
1546,LEBANON,2764,PINE STREET EL SCH,39.86,36.85,17.23,5.98
1547,ALLEGHENY,314,PINE-RICHLAND MS,30.02,44.58,18.8,6.64
1548,ALLEGHENY,8106,PITTSBURGH CAPA 6-12,34.12,36.42,20.72,8.7
1549,ALLEGHENY,7692,PITTSBURGH CLASSICAL ACAD,6.2,25.13,35.71,32.97
1550,ALLEGHENY,8204,PITTSBURGH FAISON K-5,1.38,16.22,31.32,51.09
1551,ALLEGHENY,8255,PITTSBURGH LANGLEY K-8,2.49,13.78,32.38,51.36
1552,ALLEGHENY,8108,PITTSBURGH MILLER PRE K-5,0.41,15.33,26.21,58.06
1553,ALLEGHENY,8110,PITTSBURGH MILLIONES 6-12,0.9,8.25,27.4,63.49
1554,ALLEGHENY,351,PITTSBURGH MONTESSORI,32.19,27.54,18.24,22.05
1555,ALLEGHENY,8105,PITTSBURGH OBAMA 6-12,8.72,20.37,33.93,36.94
1556,ALLEGHENY,8300,PITTSBURGH ONLINE ACADEMY,9.38,15.63,31.26,43.76
1557,ALLEGHENY,8107,PITTSBURGH SCIENCE & TECH ACAD,23.67,37.56,23.2,15.53
1558,LUZERNE,6385,PITTSTON AREA MS,15.3,33.4,28.84,22.41
1559,LUZERNE,6622,PITTSTON CITY INTRMD CTR,20.46,35.05,24.71,19.76
1560,ALLEGHENY,7193,PIVIK EL SCH,41.02,35.97,17.05,6.01
1561,NORTHAMPTON,3511,PLAINFIELD EL SCH,21.8,42.05,20.25,15.85
1562,CENTRE,6229,PLEASANT GAP EL SCH,29.82,45.28,16.76,8.18
1563,ALLEGHENY,4867,PLEASANT HILLS MS,29.03,38.59,22.15,10.18
1564,WASHINGTON,4255,PLEASANT VALLEY EL SCH,18.97,39.52,26.17,15.33
1565,MONROE,7434,PLEASANT VALLEY ELEM,22.57,44.33,24.04,9.06
1566,MONROE,7660,PLEASANT VALLEY INTRM,20.0,40.23,27.33,12.44
1567,MONROE,7183,PLEASANT VALLEY MS,14.68,37.48,32.34,15.48
1568,YORK,5362,PLEASANT VIEW EL SCH,28.7,38.71,21.66,10.92
1569,VENANGO,6168,PLEASANTVILLE EL  SCHOOL,29.35,40.73,22.82,7.15
1570,MONTGOMERY,4711,PLYMOUTH EL SCH,35.4,43.3,12.95,8.25
1571,MONROE,8010,POCONO MT EAST JHS,19.1,37.14,29.46,14.32
1572,MONROE,7867,POCONO MT WEST JHS,7.83,28.38,35.26,28.51
1573,CHESTER,7736,POCOPSON EL SCH,64.7,28.22,6.21,0.92
1574,ALLEGHENY,178,POFF EL SCH,52.45,34.07,8.59,4.92
1575,PHILADELPHIA,3801,POLLOCK ROBERT B SCH,5.57,25.71,29.41,39.22
1576,BUCKS,1077,POQUESSING MS,20.89,38.58,26.66,13.91
1577,MCKEAN,7055,PORT ALLEGANY EL SCH,14.43,35.29,31.49,18.84
1578,MCKEAN,3111,PORT ALLEGANY JSHS,12.72,32.04,29.55,25.71
1579,CENTRE,1331,PORT MATILDA EL SCH,29.18,32.84,28.47,9.52
1580,CAMBRIA,7984,PORTAGE AREA EL SCHOOL,26.89,36.33,25.62,11.16
1581,CAMBRIA,1270,PORTAGE AREA HS,14.18,36.49,31.09,18.25
1582,PHILADELPHIA,5121,POTTER-THOMAS SCH,0.81,7.91,25.59,65.66
1583,MONTGOMERY,6746,POTTSGROVE MS,11.94,30.96,33.24,23.86
1584,MONTGOMERY,3346,POTTSTOWN MS,6.12,25.18,35.11,33.58
1585,PHILADELPHIA,3783,POWEL SAMUEL SCH,18.45,28.88,28.53,24.14
1586,DAUPHIN,8260,PREMIER ARTS AND SCIENCE CS,0.37,13.4,32.86,53.37
1587,WAYNE,6425,PRESTON SCH,21.71,38.27,29.32,10.7
1588,LANCASTER,6762,PRICE EL SCH,6.38,24.8,32.66,36.07
1589,NORTHUMBERLAND,3549,PRIESTLEY SCH,26.9,41.73,22.7,8.68
1590,DELAWARE,7359,PRIMOS EL SCH,10.33,36.52,27.84,25.31
1591,PHILADELPHIA,6765,PRINCE HALL,2.35,15.43,30.2,52.02
1592,ALLEGHENY,8129,PROPEL CS - BRADDOCK HILLS,10.65,26.18,32.64,30.58
1593,ALLEGHENY,7848,PROPEL CS - EAST,21.2,35.04,25.81,17.99
1594,ALLEGHENY,8306,PROPEL CS - HAZELWOOD,3.13,19.06,30.35,47.46
1595,ALLEGHENY,7772,PROPEL CS - HOMESTEAD,5.76,23.48,36.8,33.88
1596,ALLEGHENY,7831,PROPEL CS - MCKEESPORT,21.37,37.61,26.4,14.67
1597,ALLEGHENY,7832,PROPEL CS - MONTOUR,17.29,34.93,27.86,19.91
1598,ALLEGHENY,8193,PROPEL CS - NORTHSIDE,3.16,17.37,34.11,45.3
1599,ALLEGHENY,8218,PROPEL CS - PITCAIRN,7.39,22.9,32.43,37.28
1600,DELAWARE,6508,PROSPECT PARK SCH,18.44,40.77,26.47,14.35
1601,LANCASTER,2654,PROVIDENCE EL SCH,18.73,34.9,29.44,16.93
1602,LAWRENCE,4865,PULASKI EL SCH,0.0,30.0,26.65,43.35
1603,JEFFERSON,8082,PUNXSUTAWNEY AREA MS,22.24,38.04,26.28,13.4
1604,JEFFERSON,6165,PUNXSUTAWNEY AREA SH,11.61,28.8,28.82,30.74
1605,INDIANA,2350,PURCHASE LINE JSHS,13.93,34.08,32.79,19.2
1606,INDIANA,6893,PURCHASE LINE SOUTH,12.4,30.93,31.31,25.36
1607,ALLEGHENY,447,QUAKER VALLEY MS,28.53,41.48,20.08,9.96
1608,BUCKS,5132,QUAKERTOWN EL SCH,31.59,39.65,20.69,8.07
1609,BUCKS,1102,QUARRY HILL EL,42.46,38.84,15.87,2.83
1610,LANCASTER,2655,QUARRYVILLE EL SCH,16.68,39.84,25.14,18.34
1611,CENTRE,1359,RADIO PARK EL SCH,50.14,33.08,11.77,4.98
1612,DELAWARE,7697,RADNOR EL SCH,52.18,33.58,10.41,3.83
1613,DELAWARE,6511,RADNOR MS,51.3,31.22,12.26,5.31
1614,CHESTER,1370,RAINBOW EL SCH,11.86,33.91,29.54,24.69
1615,WESTMORELAND,4457,RAMSAY EL SCH,13.68,31.2,35.12,20.02
